onset	duration	sample	nouns	verbs	characters	valence	arousal
3.0	1.5	2	black.n.01, title.n.01	appear.v.02		5	1
4.5	1.5	3	black.n.01, title.n.01	appear.v.02		5	1
6.0	1.5	4	black.n.01, title.n.01	zoom in.v.01		5	1
7.5	1.5	5	black.n.01, title.n.01	zoom in.v.01		5	1
9.0	1.5	6	black.n.01, title.n.01	zoom in.v.01		5	1
10.5	1.5	7	black.n.01, title.n.01	zoom in.v.01		5	1
12.0	1.5	8	black.n.01, title.n.01, drawing.n.01, key.n.01, wallpaper.n.01	zoom in.v.01		5	1
13.5	1.5	9	black.n.01, title.n.01, drawing.n.01, key.n.01, wallpaper.n.01	zoom in.v.01		5	1
15.0	1.5	10	 drawing.n.01, key.n.01, wallpaper.n.01			5	1
16.5	1.5	11	 drawing.n.01, key.n.01, wallpaper.n.01, text.n.01			5	1
18.0	1.5	12	 drawing.n.01, key.n.01, wallpaper.n.01, text.n.01			5	1
19.5	1.5	13	 drawing.n.01, key.n.01, wallpaper.n.01, text.n.01, switch.n.01, window.n.01, curtain.n.01, light.n.04			5	1
21.0	1.5	14	 drawing.n.01, key.n.01, wallpaper.n.01, text.n.01, switch.n.01, window.n.01, curtain.n.01, light.n.04			5	1
22.5	1.5	15	window.n.01, curtain.n.01, light.n.04, pill bottle.n.01, desk.n.01, box.n.01, container.n.01			5	1
24.0	1.5	16	 window.n.01, curtain.n.01, light.n.04, pill bottle.n.01, desk.n.01, box.n.01, container.n.01, plate.n.04, sandwich.n.01, can.n.01			5	1
25.5	1.5	17	 window.n.01, curtain.n.01, light.n.04, pill bottle.n.01, desk.n.01, box.n.01, container.n.01, plate.n.04, sandwich.n.01, can.n.01			5	1
27.0	1.5	18	 window.n.01, curtain.n.01, light.n.04, pill bottle.n.01, desk.n.01, box.n.01, container.n.01, plate.n.04, sandwich.n.01, can.n.01			5	1
28.5	1.5	19	 window.n.01, curtain.n.01, light.n.04, pill bottle.n.01, desk.n.01, box.n.01, container.n.01, plate.n.04, sandwich.n.01, can.n.01, television.n.01			5	1
30.0	1.5	20	 window.n.01, curtain.n.01, light.n.04, pill bottle.n.01, desk.n.01, box.n.01, container.n.01, plate.n.04, sandwich.n.01, can.n.01, television.n.01			5	1
31.5	1.5	21	 window.n.01, curtain.n.01, light.n.04, can.n.01, television.n.01, fireplace.n.01			5	1
33.0	1.5	22	 window.n.01, curtain.n.01, light.n.04,  television.n.01, fireplace.n.01, hallway.n.01			5	1
34.5	1.5	23	 window.n.01, curtain.n.01, light.n.04,  television.n.01, fireplace.n.01, hallway.n.01, desk.n.01, can.n.01, clothes.n.01, mess.n.01, 			5	1
36.0	1.5	24	 window.n.01, curtain.n.01, light.n.04,  television.n.01, fireplace.n.01, hallway.n.01, desk.n.01, can.n.01, clothes.n.01, mess.n.01, lamp.n.01, sofa.n.01, legs.n.01			5	1
37.5	1.5	25	 window.n.01, curtain.n.01, light.n.04,  television.n.01, fireplace.n.01, hallway.n.01, desk.n.01, can.n.01, clothes.n.01, mess.n.01, lamp.n.01, sofa.n.01, legs.n.01			5	1
39.0	1.5	26	 window.n.01, curtain.n.01, light.n.04,  hallway.n.01, desk.n.01, can.n.01, clothes.n.01, mess.n.01, lamp.n.01, sofa.n.01, blanket.n.01			5	1
40.5	1.5	27	 window.n.01, curtain.n.01, light.n.04,  hallway.n.01, desk.n.01, can.n.01, clothes.n.01, mess.n.01, lamp.n.01, sofa.n.01, blanket.n.01, man.n.01	sleep.v.01	Sheriff Jim Hopper	5	1
