onset	duration	sample	nouns	verbs	characters	valence	arousal
3.0	1.5	2	black.n.01			5	4
4.5	1.5	3	black.n.01			5	4
6.0	1.5	4	black.n.01			5	4
7.5	1.5	5	greenery.n.01; ground.n.01; bang.n.02; glasses.n.01; water.n.01; sand.n.01	lie.v.02; wake.v.05; gag.v.05	Barbara Holland	5	5
9.0	1.5	6	greenery.n.01; ground.n.01; glasses.n.01; water.n.01; sand.n.01	lie.v.02; wake.v.05; gag.v.05	Barbara Holland	5	5
10.5	1.5	7	greenery.n.01; ground.n.01; glasses.n.01; water.n.01; sand.n.01	lie.v.02; wake.v.05; gag.v.05	Barbara Holland	5	5
12.0	1.5	8	greenery.n.01; ground.n.01; glasses.n.01; water.n.01; sand.n.01	lie.v.02; look.v.01	Barbara Holland	5	5
13.5	1.5	9	greenery.n.01; ground.n.01; glasses.n.01; water.n.01; sand.n.01	lie.v.02; look.v.01	Barbara Holland	5	5
15.0	1.5	10	greenery.n.01; ground.n.01; glasses.n.01; water.n.01; sand.n.01; specks.n.02	lie.v.02; look.v.01; remove.v.01	Barbara Holland	5	5
16.5	1.5	11	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	lie.v.02; look.v.01; rise.v.01	Barbara Holland	5	5
18.0	1.5	12	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; rise.v.01	Barbara Holland	5	5
19.5	1.5	13	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; rise.v.01	Barbara Holland	5	5
21.0	1.5	14	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; rise.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
22.5	1.5	15	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; rise.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
24.0	1.5	16	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; rise.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
25.5	1.5	17	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; rise.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
27.0	1.5	18	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; stand.v.01; turn.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
28.5	1.5	19	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; stand.v.01; turn.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
30.0	1.5	20	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; stand.v.01; turn.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
31.5	1.5	21	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; stand.v.01; turn.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
33.0	1.5	22	greenery.n.01; ground.n.01; sand.n.01; specks.n.02	look.v.01; stand.v.01; turn.v.01; speak.v.01; call.v.04	Barbara Holland	5	5
34.5	1.5	23	greenery.n.01; ground.n.01; sand.n.01; specks.n.02; monster.n.01	look.v.01; stand.v.01; turn.v.01; speak.v.01; call.v.04; shock.v.03	Barbara Holland	5	7
36.0	1.5	24	greenery.n.01; ground.n.01; sand.n.01; specks.n.02; monster.n.01	look.v.01; stand.v.01; scream.v.01; retreat.v.01; shock.v.03	Barbara Holland	5	7
37.5	1.5	25	greenery.n.01; ground.n.01; sand.n.01; specks.n.02; monster.n.01	look.v.01; stand.v.01; scream.v.01; retreat.v.01; shock.v.03	Barbara Holland	5	7
39.0	1.5	26	bedroom.n.01; bed.n.01	kiss.v.01; lie.v.02	Nancy Wheeler; Steve Harrington	5	5
40.5	1.5	27	bedroom.n.01; bed.n.01	kiss.v.01; lie.v.02	Nancy Wheeler; Steve Harrington	5	5
42.0	1.5	28	bedroom.n.01; bed.n.01	kiss.v.01; lie.v.02	Nancy Wheeler; Steve Harrington	5	5
43.5	1.5	29	bedroom.n.01; bed.n.01	kiss.v.01; lie.v.02	Nancy Wheeler; Steve Harrington	5	5
45.0	1.5	30	greenery.n.01; wall.n.01 specks.n.02; monster.n.01	look.v.01; stand.v.01; scream.v.01; retreat.v.01; shock.v.03	Barbara Holland	5	6
46.5	1.5	31	bedroom.n.01; bed.n.01; shirt.n.01	look.v.01; remove.v.01	Nancy Wheeler; Steve Harrington	5	5
48.0	1.5	32	bedroom.n.01; bed.n.01; shirt.n.01	look.v.01; remove.v.01; lie.v.02	Nancy Wheeler; Steve Harrington	5	5
49.5	1.5	33	bedroom.n.01; bed.n.01	look.v.01; lie.v.02	Nancy Wheeler; Steve Harrington	5	5
