onset	duration	sample	nouns	verbs	characters	valence	arousal
3.0	1.5	2	subtitle.n.02	n/a	n/a	5	3
4.5	1.5	3	subtitle.n.02	n/a	n/a	5	3
6.0	1.5	4	subtitle.n.02	n/a	n/a	5	3
7.5	1.5	5	subtitle.n.02	n/a	n/a	5	3
9.0	1.5	6	subtitle.n.02	n/a	n/a	5	3
10.5	1.5	7	subtitle.n.02	n/a	n/a	5	3
12.0	1.5	8	subtitle.n.02	n/a	n/a	5	3
13.5	1.5	9	forest.n.01; lake.n.01	n/a	n/a	5	3
15.0	1.5	10	forest.n.01; lake.n.01	n/a	n/a	5	3
16.5	1.5	11	forest.n.01; lake.n.01	n/a	n/a	5	3
18.0	1.5	12	forest.n.01; lake.n.01	n/a	n/a	5	3
19.5	1.5	13	forest.n.01; lake.n.01	n/a	n/a	5	3
21.0	1.5	14	forest.n.01; house.n.01	n/a	n/a	5	3
22.5	1.5	15	forest.n.01; house.n.01	n/a	n/a	5	3
24.0	1.5	16	forest.n.01; house.n.01; sofa.n.01; ax.n.01	sleep.v.01	Joyce Byers	5	3
25.5	1.5	17	room.n.01; house.n.01; sofa.n.01; ax.n.01	sleep.v.01	Joyce Byers	5	3
27.0	1.5	18	room.n.01; sofa.n.01; ax.n.01; voice.n.01	speak.v.01	Joyce Byers	5	4
28.5	1.5	19	room.n.01; house.n.01; sofa.n.01; ax.n.01	wake.v.02	Joyce Byers	5	4
30.0	1.5	20	room.n.01; house.n.01; sofa.n.01; ax.n.01	gasp.v.01	Joyce Byers	5	4
31.5	1.5	21	room.n.01; house.n.01; sofa.n.01; ax.n.01	frown.v.01	Joyce Byers	5	4
33.0	1.5	22	room.n.01; house.n.01; sofa.n.01; ax.n.01	frown.v.01	Joyce Byers	5	4
34.5	1.5	23	room.n.01; sofa.n.01; ax.n.01; voice.n.01	frown.v.01; yell.v.01	Joyce Byers; Will Byers	5	5
36.0	1.5	24	room.n.01; sofa.n.01; ax.n.01; voice.n.01	wake.v.02; speak.v.01; startled.v.02	Joyce Byers; Jonathan Byers	5	5
37.5	1.5	25	room.n.01; sofa.n.01	wake.v.02; speak.v.01; startled.v.02; confused.v.02	Joyce Byers; Jonathan Byers	5	5
39.0	1.5	26	room.n.01; sofa.n.01	question.v.03; speak.v.01	Joyce Byers; Jonathan Byers	5	4
40.5	1.5	27	room.n.01; sofa.n.01	question.v.03; speak.v.01	Joyce Byers; Jonathan Byers	5	4
42.0	1.5	28	room.n.01; sofa.n.01	question.v.03; speak.v.01	Joyce Byers; Jonathan Byers	5	4
43.5	1.5	29	room.n.01; sofa.n.01	question.v.03; speak.v.01	Joyce Byers; Jonathan Byers	5	4
45.0	1.5	30	room.n.01; sofa.n.01	question.v.03; speak.v.01	Joyce Byers; Jonathan Byers	5	4
46.5	1.5	31	room.n.01; sofa.n.01	question.v.03; speak.v.01	Joyce Byers; Jonathan Byers	4	4
48.0	1.5	32	house.n.01; trees.n.01	n/a	n/a	5	3
49.5	1.5	33	house.n.01; trees.n.01	n/a	n/a	5	3
51.0	1.5	34	house.n.01; trees.n.01	knock.v.04	Mike's mother	5	3
52.5	1.5	35	room.n.01; house.n.01	open.v.01; enter.v.01	Mike's mother	5	3
54.0	1.5	36	room.n.01; house.n.01	open.v.01; enter.v.01; speak.v.01	Mike's mother	5	3
55.5	1.5	37	room.n.01; house.n.01	open.v.01; enter.v.01; speak.v.01	Mike's mother	5	3
