onset	duration	sample	nouns	verbs	characters	valence	arousal
3.0	1.5	2	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03	Eleven	5	4
4.5	1.5	3	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
6.0	1.5	4	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
7.5	1.5	5	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
9.0	1.5	6	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
10.5	1.5	7	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
12.0	1.5	8	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
13.5	1.5	9	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
15.0	1.5	10	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
16.5	1.5	11	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
18.0	1.5	12	room.n.01; couch.n.01; radio.n.03; static.n.01; binoculars.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
19.5	1.5	13	room.n.01; couch.n.01; radio.n.03; static.n.01; binoculars.n.01; knife.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
21.0	1.5	14	room.n.01; couch.n.01; radio.n.03; static.n.01; binoculars.n.01; knife.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
22.5	1.5	15	room.n.01; couch.n.01; radio.n.03; static.n.01; binoculars.n.01; knife.n.01; hammer.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
24.0	1.5	16	room.n.01; couch.n.01; radio.n.03; static.n.01; binoculars.n.01; knife.n.01; hammer.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
25.5	1.5	17	room.n.01; couch.n.01; radio.n.03; static.n.01; binoculars.n.01; knife.n.01; hammer.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
27.0	1.5	18	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
28.5	1.5	19	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
30.0	1.5	20	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
31.5	1.5	21	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
33.0	1.5	22	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
34.5	1.5	23	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
36.0	1.5	24	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
37.5	1.5	25	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
39.0	1.5	26	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
40.5	1.5	27	room.n.01; couch.n.01; radio.n.03; static.n.01; slingshot.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
42.0	1.5	28	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
43.5	1.5	29	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
45.0	1.5	30	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
46.5	1.5	31	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
48.0	1.5	32	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
49.5	1.5	33	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
51.0	1.5	34	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
52.5	1.5	35	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
54.0	1.5	36	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; pour.v.03	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
55.5	1.5	37	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
57.0	1.5	38	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
58.5	1.5	39	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
60.0	1.5	40	room.n.01; couch.n.01; radio.n.03; static.n.01; backpack.n.01; food.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
61.5	1.5	41	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
63.0	1.5	42	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
64.5	1.5	43	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
66.0	1.5	44	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
67.5	1.5	45	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
69.0	1.5	46	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
70.5	1.5	47	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
72.0	1.5	48	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
73.5	1.5	49	room.n.01; couch.n.01; radio.n.03; static.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; walk.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
75.0	1.5	50	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
76.5	1.5	51	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
78.0	1.5	52	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
79.5	1.5	53	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
81.0	1.5	54	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
82.5	1.5	55	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; request.v.02; drop.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
84.0	1.5	56	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; request.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
85.5	1.5	57	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; request.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
87.0	1.5	58	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; request.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
88.5	1.5	59	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; request.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
90.0	1.5	60	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; request.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
91.5	1.5	61	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; request.v.02; drop.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
93.0	1.5	62	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; scold.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
94.5	1.5	63	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; scold.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
96.0	1.5	64	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; plan.v.02; grab.v.01; scold.v.02	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
97.5	1.5	65	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; scramble.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
99.0	1.5	66	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; scramble.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
100.5	1.5	67	room.n.01; couch.n.01; radio.n.03; static.n.01; toy.n.01	look.v.01; sit.v.01; tweak.v.03; talk.v.01; scramble.v.01	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
102.0	1.5	68	room.n.01; couch.n.01; radio.n.03	look.v.01; sit.v.01; talk.v.01; direct.v.13	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
103.5	1.5	69	room.n.01; couch.n.01; radio.n.03	look.v.01; sit.v.01; talk.v.01; direct.v.13	Eleven; Mike Wheeler; Dustin Henderson; Lucas Sinclair	5	4
