onset	duration	sample	nouns	verbs	characters	valence	arousal
3.0	1.5	2	tree.n.01; dog.n.01; bark.n.01; roof.n.01; 			2	2
4.5	1.5	3	tree.n.01; dog.n.01; bark.n.01; house.n.01			2	2
6.0	1.5	4	tree.n.01; dog.n.01; bark.n.01; house.n.01	ring.v.01		2	2
7.5	1.5	5	tree.n.01; dog.n.01; bark.n.01; house.n.01; indoors.n.01; radio.n.02; static.n.01	ring.v.01; focus.v.01; listen.v.01; 	eleven	2	2
9.0	1.5	6	tree.n.01; dog.n.01; bark.n.01; house.n.01; indoors.n.01; radio.n.02; static.n.01	ring.v.01; focus.v.01; listen.v.01; 	eleven	2	2
10.5	1.5	7	indoors.n.01; radio.n.02; static.n.01	ring.v.01; focus.v.01; listen.v.01; 	eleven	2	2
12.0	1.5	8	indoors.n.01; hideout.n.01; radio.n.02; static.n.01	ring.v.01; focus.v.01; listen.v.01; 	eleven	2	2
13.5	1.5	9	indoors.n.01; hideout.n.01; radio.n.02; static.n.01; friends.n.01	ring.v.01; focus.v.01; listen.v.01; frustrate.v.02	eleven	2	2
15.0	1.5	10	indoors.n.01; hideout.n.01; radio.n.02; static.n.01; signal.n.03	ring.v.01; focus.v.01; listen.v.01; frustrate.v.02	eleven, mike wheeler, dustin henderson, lucas 	2	2
16.5	1.5	11	indoors.n.01; hideout.n.01; radio.n.02; static.n.01; signal.n.03	focus.v.01; listen.v.01; frustrate.v.02; affirm.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
18.0	1.5	12	indoors.n.01; hideout.n.01; radio.n.02; static.n.01; signal.n.03; baby.n.01 	focus.v.01; listen.v.01; frustrate.v.02; affirm.v.01; hear.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
19.5	1.5	13	indoors.n.01; hideout.n.01; radio.n.02; static.n.01; signal.n.03; baby.n.01 	focus.v.01; listen.v.01; frustrate.v.02; affirm.v.01; hear.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
21.0	1.5	14	hideout.n.01; radio.n.02; static.n.01; signal.n.03; doubtful.n.04	focus.v.01; listen.v.01; frustrate.v.02; affirm.v.01; call into question.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
22.5	1.5	15	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; monitoring device.n.04	focus.v.01; listen.v.01; frustrate.v.02; affirm.v.01; call into question.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
24.0	1.5	16	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; monitoring device.n.04	focus.v.01; frustrate.v.02; call into question.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
25.5	1.5	17	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; monitoring device.n.04	frustrate.v.02; call into question.v.01; aggravate.v.02	eleven, mike wheeler, dustin henderson, lucas 	2	2
27.0	1.5	18	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01 	eleven, mike wheeler, dustin henderson, lucas 	2	2
28.5	1.5	19	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01 	eleven, mike wheeler, dustin henderson, lucas 	2	2
30.0	1.5	20	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01 ; verbalize.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
31.5	1.5	21	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01 ; sing.v.02	eleven, mike wheeler, dustin henderson, lucas 	2	2
33.0	1.5	22	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; song.n.01	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01 ; sing.v.02	eleven, mike wheeler, dustin henderson, lucas 	2	2
34.5	1.5	23	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; song.n.01	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01 ; sing.v.02	eleven, mike wheeler, dustin henderson, lucas 	2	2
36.0	1.5	24	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; weirdo.n.01	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; 	eleven, mike wheeler, dustin henderson, lucas 	2	2
37.5	1.5	25	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; weirdo.n.01	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
39.0	1.5	26	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
40.5	1.5	27	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01; rationalize.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
42.0	1.5	28	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01; rationalize.v.01; channel.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
43.5	1.5	29	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01; rationalize.v.01; channel.v.01; confuse.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
45.0	1.5	30	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; professor.n.01	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01; rationalize.v.01; channel.v.01; confuse.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
46.5	1.5	31	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01; rationalize.v.01; 	eleven, mike wheeler, dustin henderson, lucas 	2	2
48.0	1.5	32	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01; rationalize.v.01; 	eleven, mike wheeler, dustin henderson, lucas 	2	2
49.5	1.5	33	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; 	frustrate.v.02; call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01; rationalize.v.01; 	eleven, mike wheeler, dustin henderson, lucas 	2	2
51.0	1.5	34	hideout.n.01; radio.n.02; signal.n.03; doubtfulness.n.04; bike.n.01	call into question.v.01; aggravate.v.02; justify.v.01; identify.v.01; doubt.v.01; investigate.v.01; rationalize.v.01; remember.v.01	eleven, mike wheeler, dustin henderson, lucas 	2	2
