onset	duration	sample	nouns	verbs	characters	valence	arousal
3.0	1.5	2	n/a	n/a	n/a	3	3
4.5	1.5	3	n/a	n/a	n/a	3	3
6.0	1.5	4	n/a	n/a	n/a	3	3
7.5	1.5	5	barf.n.01; blood.n.01; glasses.n.09; ground.n.07; unconscious.n.01	shattered.v.01	n/a	1	7
9.0	1.5	6	barf.n.01; blood.n.01; glasses.n.09; ground.n.07	shocked.v.03; shattered.v.01	n/a	1	7
10.5	1.5	7	barf.n.01; blood.n.01; glasses.n.09; ground.n.07	shocked.v.03; hyperventilating.v.02; shattered.v.01	n/a	1	7
12.0	1.5	8	barf.n.01; blood.n.01; glasses.n.09; ground.n.07	shocked.v.03; confused.v.02; shattered.v.01	n/a	1	5
13.5	1.5	9	barf.n.01; blood.n.01; glasses.n.09; ground.n.07	shocked.v.03; confused.v.02; reach out.v.01; shattered.v.01	n/a	1	5
15.0	1.5	10	barf.n.01; blood.n.01; glasses.n.09; ground.n.07	shocked.v.03; confused.v.02; remove.v.01; shattered.v.01	n/a	1	5
16.5	1.5	11	barf.n.01; blood.n.01; glasses.n.09; ground.n.07	confused.v.02; orient.v.02; shattered.v.01	n/a	1	5
18.0	1.5	12	barf.n.01; blood.n.01; ground.n.07	confused.v.02; orient.v.02	n/a	1	7
19.5	1.5	13	barf.n.01; blood.n.01; ground.n.07	confused.v.02; orient.v.02	n/a	1	5
21.0	1.5	14	barf.n.01; blood.n.01; ground.n.07	confused.v.02; orient.v.02; cries.v.03	n/a	1	5
22.5	1.5	15	barf.n.01; blood.n.01; ground.n.07	confused.v.02; orient.v.02	n/a	1	5
24.0	1.5	16	barf.n.01; blood.n.01; ground.n.07	confused.v.02; orient.v.02	n/a	1	5
25.5	1.5	17	barf.n.01; blood.n.01; ground.n.07	confused.v.02; orient.v.02; shout.v.03	n/a	1	5
27.0	1.5	18	barf.n.01; blood.n.01; ground.n.07	confused.v.02; orient.v.02	n/a	1	5
28.5	1.5	19	barf.n.01; blood.n.01; ground.n.07	confused.v.02; orient.v.02	n/a	1	5
