onset	duration	sample	nouns	verbs	characters	valence	arousal
3.0	1.5	2	sky.n.01; star.n.01	n/a	n/a	4	3
4.5	1.5	3	sky.n.01; star.n.01	n/a	n/a	4	3
6.0	1.5	4	sky.n.01; star.n.01; nature.n.03	chirp.v.01	n/a	4	3
7.5	1.5	5	sky.n.01; star.n.01; nature.n.03	chirp.v.01	n/a	4	3
9.0	1.5	6	sky.n.01; star.n.01; tree.n.01	chirp.v.01	n/a	4	3
10.5	1.5	7	sky.n.01; star.n.01; tree.n.01	chirp.v.01	n/a	4	3
12.0	1.5	8	sky.n.01; star.n.01; tree.n.01; police.n.01	chirp.v.01	n/a	4	3
13.5	1.5	9	house.n.01; tree.n.01; police.n.01	talk.v.01	n/a 	4	3
15.0	1.5	10	house.n.01; tree.n.01; police.n.01	talk.v.01	n/a 	4	3
16.5	1.5	11	house.n.01; tree.n.01; police.n.01; flashlight.n.01	talk.v.01; search.v.01	n/a	4	3
18.0	1.5	12	house.n.01; police.n.01; flashlight.n.01	search.v.01	n/a	4	3
19.5	1.5	13	house.n.01; police.n.01; flashlight.n.01	search.v.01	n/a	4	4
21.0	1.5	14	house.n.01; police.n.01; flashlight.n.01	search.v.01	n/a	4	4
22.5	1.5	15	house.n.01; police.n.01; flashlight.n.01	search.v.01	n/a	4	4
24.0	1.5	16	house.n.01; police.n.01; flashlight.n.01	search.v.01	n/a	4	4
25.5	1.5	17	house.n.01; police.n.01; flashlight.n.01	search.v.01	n/a	4	4
27.0	1.5	18	house.n.01; police.n.01; flashlight.n.01	search.v.01	Jim hopper	4	4
28.5	1.5	19	house.n.01; police.n.01; flashlight.n.01	search.v.01	Jim hopper	4	4
30.0	1.5	20	house.n.01; police.n.01; flashlight.n.01	search.v.01	Jim hopper	4	4
31.5	1.5	21	house.n.01; police.n.01; flashlight.n.01	search.v.01	Jim hopper	4	4
33.0	1.5	22	house.n.01; police.n.01; flashlight.n.01	search.v.01	Jim hopper, calvin powell	4	4
34.5	1.5	23	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
36.0	1.5	24	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
37.5	1.5	25	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
39.0	1.5	26	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
40.5	1.5	27	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
42.0	1.5	28	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
43.5	1.5	29	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
45.0	1.5	30	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
46.5	1.5	31	house.n.01; police.n.01; flashlight.n.01; wall.n.01	search.v.01; talk.v.01	Jim hopper, calvin powell	4	4
48.0	1.5	32	house.n.01; police.n.01	talk.v.01	Jim hopper	4	3
49.5	1.5	33	house.n.01; police.n.01	talk.v.01	Jim hopper	4	3
