onset	duration	sample	nouns	verbs	characters	valence	arousal
3.0	1.5	2	room.n.01; box.n.01; couch.n.01; floor.n.01	drag.v.01	Joyce Byers	5	4
4.5	1.5	3	room.n.01; box.n.01; floor.n.01	drag.v.01	Joyce Byers	5	4
6.0	1.5	4	room.n.01; box.n.01; floor.n.01	open.v.01	Joyce Byers	5	4
7.5	1.5	5	room.n.01; box.n.01; floor.n.01; decorations.n.01	open.v.01; rummage.v.01	Joyce Byers	5	4
9.0	1.5	6	room.n.01; box.n.01; floor.n.01; decorations.n.01; lights.n.02	rummage.v.01; grab.v.01	Joyce Byers	5	4
10.5	1.5	7	room.n.01; box.n.01; floor.n.01; decorations.n.01; lights.n.02	rummage.v.01; grab.v.01	Joyce Byers	5	4
12.0	1.5	8	room.n.01; box.n.01; floor.n.01; decorations.n.01; lights.n.02	rummage.v.01; grab.v.01	Joyce Byers	5	4
13.5	1.5	9	room.n.01; door.n.01; wall.n.01; hammer.n.02	hammer.v.01; stand.v.01	Joyce Byers	5	4
15.0	1.5	10	room.n.01; door.n.01; wall.n.01; hammer.n.02; chair.n.01	stand.v.01; move.v.02	Joyce Byers	5	4
16.5	1.5	11	room.n.01; door.n.01; wall.n.01; hammer.n.02; chair.n.01	hammer.v.01; stand.v.01	Joyce Byers	5	4
18.0	1.5	12	room.n.01; door.n.01; wall.n.01; hammer.n.02; chair.n.01; dog.n.01	hammer.v.01; stand.v.01	Joyce Byers	5	4
19.5	1.5	13	room.n.01; door.n.01; wall.n.01; hammer.n.02; chair.n.01; dog.n.01	hammer.v.01; stand.v.01	Joyce Byers	5	4
21.0	1.5	14	room.n.01; door.n.01; wall.n.01; hammer.n.02; chair.n.01; dog.n.01; plant.n.02	stand.v.01; move.v.02	Joyce Byers	5	4
22.5	1.5	15	room.n.01; door.n.01; wall.n.01; hammer.n.02	hammer.v.01; stand.v.01	Joyce Byers	5	4
24.0	1.5	16	room.n.01; couch.n.01; art.n.04	stand.v.01; move.v.02	Joyce Byers	5	4
25.5	1.5	17	room.n.01; couch.n.01; art.n.04	grab.v.01; remove.v.01	Joyce Byers	5	4
27.0	1.5	18	room.n.01; couch.n.01; art.n.04	grab.v.01; remove.v.01	Joyce Byers	5	4
28.5	1.5	19	room.n.01; door.n.01; wall.n.01; hammer.n.02; nail.n.02	hammer.v.01; stand.v.01	Joyce Byers	5	4
30.0	1.5	20	room.n.01; door.n.01; wall.n.01; hammer.n.02; nail.n.02	hammer.v.01; stand.v.02	Joyce Byers	5	4
31.5	1.5	21	room.n.01; door.n.01; wall.n.01; hammer.n.02; nail.n.02	hammer.v.01; stand.v.03	Joyce Byers	5	4
33.0	1.5	22	room.n.01; door.n.01; wall.n.01; hammer.n.02; nail.n.02	hammer.v.01; stand.v.04	Joyce Byers	5	4
34.5	1.5	23	room.n.01; door.n.01; wall.n.01; hammer.n.02; nail.n.02; lights.n.02	hammer.v.01; stand.v.05; hang.v.02	Joyce Byers	5	4
36.0	1.5	24	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
37.5	1.5	25	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
39.0	1.5	26	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
40.5	1.5	27	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
42.0	1.5	28	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
43.5	1.5	29	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
45.0	1.5	30	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
46.5	1.5	31	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
48.0	1.5	32	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
49.5	1.5	33	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
51.0	1.5	34	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
52.5	1.5	35	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02	Joyce Byers	5	4
54.0	1.5	36	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02; look.v.01	Joyce Byers	5	4
55.5	1.5	37	room.n.01; door.n.01; wall.n.01; nail.n.02; lights.n.02	stand.v.05; hang.v.02; look.v.01	Joyce Byers	5	4
57.0	1.5	38	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01	Joyce Byers	5	4
58.5	1.5	39	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
60.0	1.5	40	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
61.5	1.5	41	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
63.0	1.5	42	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
64.5	1.5	43	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
66.0	1.5	44	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
67.5	1.5	45	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
69.0	1.5	46	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
70.5	1.5	47	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
72.0	1.5	48	store.n.01; lights.n.02; counter.n.01	look.v.01; place.v.01; stack.v.02	Joyce Byers; Clerk	5	4
73.5	1.5	49	store.n.01; lights.n.02; counter.n.01	look.v.01; request.v.02	Joyce Byers; Clerk	5	4
75.0	1.5	50	store.n.01; lights.n.02; counter.n.01	look.v.01; request.v.02	Joyce Byers; Clerk	5	4
76.5	1.5	51	woods.n.01; sewer.n.01; flashlight.n.01	look.v.01; scan.v.03; stand.v.01; squat.v.01; talk.v.01	Sheriff Jim Hopper; Police Officers; Official	5	4
78.0	1.5	52	building.n.01; woods.n.01; sewer.n.01; flashlight.n.01	look.v.01; scan.v.03; stand.v.01; squat.v.01; talk.v.01	Sheriff Jim Hopper; Police Officers; Official	5	4
79.5	1.5	53	building.n.01; woods.n.01; sewer.n.01; flashlight.n.01	look.v.01; scan.v.03; stand.v.01; squat.v.01; talk.v.01	Sheriff Jim Hopper; Police Officers; Official	5	4
81.0	1.5	54	building.n.01; woods.n.01; sewer.n.01; flashlight.n.01	look.v.01; scan.v.03; stand.v.01; squat.v.01; talk.v.01	Sheriff Jim Hopper; Police Officers; Official	5	4
82.5	1.5	55	building.n.01; woods.n.01; sewer.n.01; flashlight.n.01	look.v.01; scan.v.03; stand.v.01; squat.v.01; talk.v.01	Sheriff Jim Hopper; Police Officers; Official	5	4
