onset	duration	trial_type	stimulus_pair	trial_number	correct_response	response	response_time	stim_file_left	stim_file_right	stim_type_left	stim_type_right	feedback	feedback_onset	feedback_duration
8.076	2.5	Training	CD	1	C	C	0.6990000000000001	stimuli/1.jpeg	stimuli/2.jpeg	C	D	correct	10.575999999999999	1
13.575999999999999	2.5	Training	AB	2	A	A	0.9279999999999999	stimuli/4.jpeg	stimuli/6.jpeg	B	A	correct	16.076	1
19.476	2.5	Training	EF	3	F	F	1.328	stimuli/5.jpeg	stimuli/3.jpeg	E	F	correct	21.976	1
23.976	2.5	Training	AB	4	A	A	1.222	stimuli/6.jpeg	stimuli/4.jpeg	A	B	correct	26.476	1
30.676	2.5	Training	CD	5	C	C	1.146	stimuli/1.jpeg	stimuli/2.jpeg	C	D	correct	33.176	1
35.775999999999996	2.5	Training	EF	6	E	F	1.225	stimuli/5.jpeg	stimuli/3.jpeg	E	F	wrong	38.275999999999996	1
42.276	2.5	Training	CD	7	D	C	0.8959999999999999	stimuli/2.jpeg	stimuli/1.jpeg	D	C	wrong	44.776	1
47.376000000000005	2.5	Training	AB	8	A	A	0.86	stimuli/6.jpeg	stimuli/4.jpeg	A	B	correct	49.876000000000005	1
53.276	2.5	Training	AB	9	A	A	0.794	stimuli/4.jpeg	stimuli/6.jpeg	B	A	correct	55.776	1
59.777	2.5	Training	CD	10	C	C	0.855	stimuli/2.jpeg	stimuli/1.jpeg	D	C	correct	62.277	1
65.277	2.5	Training	AB	11	B	A	1.16	stimuli/4.jpeg	stimuli/6.jpeg	B	A	wrong	67.777	1
71.977	2.5	Training	CD	12	C	C	0.9079999999999999	stimuli/2.jpeg	stimuli/1.jpeg	D	C	correct	74.477	1
76.477	2.5	Training	EF	13	F	F	0.8440000000000001	stimuli/3.jpeg	stimuli/5.jpeg	F	E	correct	78.977	1
81.977	2.5	Training	AB	14	B	A	0.591	stimuli/4.jpeg	stimuli/6.jpeg	B	A	wrong	84.477	1
87.87700000000001	2.5	Training	CD	15	C	C	0.514	stimuli/2.jpeg	stimuli/1.jpeg	D	C	correct	90.37700000000001	1
94.57700000000001	2.5	Training	CD	16	D	C	0.542	stimuli/1.jpeg	stimuli/2.jpeg	C	D	wrong	97.07700000000001	1
101.07700000000001	2.5	Training	CD	17	C	C	0.705	stimuli/1.jpeg	stimuli/2.jpeg	C	D	correct	103.57700000000001	1
105.57700000000001	2.5	Training	AB	18	A	A	0.9079999999999999	stimuli/6.jpeg	stimuli/4.jpeg	A	B	correct	108.07700000000001	1
110.677	2.5	Training	AB	19	A	A	0.58	stimuli/4.jpeg	stimuli/6.jpeg	B	A	correct	113.177	1
115.177	2.5	Training	EF	20	E	F	0.74	stimuli/3.jpeg	stimuli/5.jpeg	F	E	wrong	117.677	1
121.677	2.5	Training	EF	21	E	F	0.544	stimuli/5.jpeg	stimuli/3.jpeg	E	F	wrong	124.177	1
126.777	2.5	Training	AB	22	B	A	0.846	stimuli/6.jpeg	stimuli/4.jpeg	A	B	wrong	129.27700000000002	1
132.67700000000002	2.5	Training	EF	23	E	F	0.531	stimuli/5.jpeg	stimuli/3.jpeg	E	F	wrong	135.17700000000002	1
