onset	duration	trial_type	valence	stim_file	response	response_time
2.042	5	VIEW	Neutral	stimuli/plate.bmp	3	0.6829999999999999
13.509	5	VIEW	Negative	stimuli/9620.jpg	1	0.45299999999999996
24.269000000000002	5	BETTER	Negative	stimuli/9622.jpg	2	0.379
34.976	5	VIEW	Neutral	stimuli/glass.bmp	3	0.996
46.148999999999994	5	BETTER	Negative	stimuli/9270.jpg	2	0.36700000000000005
57.376000000000005	5	BETTER	Negative	stimuli/6250.jpg	1	0.41700000000000004
68.789	5	VIEW	Neutral	stimuli/hydrant.bmp	3	1.163
79.54899999999999	5	BETTER	Negative	stimuli/7380.jpg	1	0.428
90.59	5	VIEW	Negative	stimuli/1321.jpg	2	0.61
101.243	5	VIEW	Neutral	stimuli/spoon.bmp	3	0.46299999999999997
111.95	5	BETTER	Negative	stimuli/9421.jpg	3	0.387
123.163	5	VIEW	Negative	stimuli/6940.jpg	1	0.418
134.123	5	VIEW	Neutral	stimuli/towel.bmp	2	0.535
145.17700000000002	5	BETTER	Negative	stimuli/6211.jpg	3	0.48700000000000004
155.77700000000002	5	VIEW	Negative	stimuli/3300.jpg	2	0.6509999999999999
166.39	5	VIEW	Neutral	stimuli/mug.bmp	3	0.575
177.577	5	VIEW	Negative	stimuli/2710.jpg	1	0.58
188.257	5	BETTER	Negative	stimuli/6571.jpg	2	0.49
198.817	5	VIEW	Neutral	stimuli/abstract.bmp	3	0.8240000000000001
210.137	5	BETTER	Negative	stimuli/2690.jpg	3	0.45899999999999996
221.33700000000002	5	VIEW	Negative	stimuli/9400.jpg	1	0.345
232.697	5	VIEW	Neutral	stimuli/farmland.bmp	3	1.016
243.697	5	VIEW	Negative	stimuli/2700.jpg	2	0.371
254.364	5	VIEW	Negative	stimuli/9041.jpg	1	0.556
265.83099999999996	5	VIEW	Neutral	stimuli/building2.bmp	2	0.474
276.95099999999996	5	BETTER	Negative	stimuli/5970.jpg	3	0.5820000000000001
287.89799999999997	5	BETTER	Negative	stimuli/6312.jpg	2	0.39799999999999996
299.27099999999996	5	VIEW	Neutral	stimuli/fork.bmp	3	0.625
310.045	5	VIEW	Negative	stimuli/2751.jpg	1	0.545
320.805	5	BETTER	Negative	stimuli/9230.jpg	2	0.313
332.25800000000004	5	VIEW	Neutral	stimuli/chair.bmp	3	0.677
343.458	5	BETTER	Negative	stimuli/2691.jpg	3	0.591
354.712	5	VIEW	Negative	stimuli/2205.jpg	1	0.5
365.49800000000005	5	VIEW	Neutral	stimuli/clock.bmp	3	0.934
376.645	5	VIEW	Negative	stimuli/9432.jpg	3	0.99
387.99199999999996	5	VIEW	Negative	stimuli/2490.jpg	3	0.812
399.459	5	VIEW	Neutral	stimuli/rack.bmp	3	0.536
410.392	5	BETTER	Negative	stimuli/9912.jpg	2	0.37
421.23199999999997	5	BETTER	Negative	stimuli/9007.jpg	2	0.769
432.046	5	VIEW	Neutral	stimuli/mushroom1.bmp	4	0.488
