onset	duration	trial_type	stimulus_pair	trial_number	correct_response	response	response_time	stim_file_left	stim_file_right	stim_type_left	stim_type_right	feedback	feedback_onset	feedback_duration
161.39	2.5	Training	CD	28	C	C	0.68	stimuli/1.jpeg	stimuli/3.jpeg	C	D	correct	163.89	1
166.49	2.5	Training	CD	29	C	C	0.653	stimuli/3.jpeg	stimuli/1.jpeg	D	C	correct	168.99	1
172.39	2.5	Training	EF	30	E	E	0.807	stimuli/6.jpeg	stimuli/2.jpeg	F	E	correct	174.89	1
179.09	2.5	Training	CD	31	C	C	0.973	stimuli/1.jpeg	stimuli/3.jpeg	C	D	correct	181.59	1
184.19	2.5	Training	AB	32	A	B	0.49700000000000005	stimuli/4.jpeg	stimuli/5.jpeg	A	B	wrong	186.69	1
188.69	2.5	Training	AB	33	A	B	0.64	stimuli/5.jpeg	stimuli/4.jpeg	B	A	wrong	191.19	1
195.39	2.5	Training	AB	34	A	B	0.56	stimuli/5.jpeg	stimuli/4.jpeg	B	A	wrong	197.89	1
200.89	2.5	Training	CD	35	C	C	0.81	stimuli/1.jpeg	stimuli/3.jpeg	C	D	correct	203.39	1
207.39	2.5	Training	AB	36	A	A	0.91	stimuli/4.jpeg	stimuli/5.jpeg	A	B	correct	209.89	1
213.29	2.5	Training	AB	37	A	A	1.081	stimuli/5.jpeg	stimuli/4.jpeg	B	A	correct	215.79	1
217.79	2.5	Training	CD	38	C	C	0.68	stimuli/1.jpeg	stimuli/3.jpeg	C	D	correct	220.29	1
224.49	2.5	Training	AB	39	A	A	0.8170000000000001	stimuli/4.jpeg	stimuli/5.jpeg	A	B	correct	226.99	1
230.39	2.5	Training	EF	40	F	E	1.1179999999999999	stimuli/2.jpeg	stimuli/6.jpeg	E	F	wrong	232.89	1
235.49	2.5	Training	AB	41	A	A	0.861	stimuli/4.jpeg	stimuli/5.jpeg	A	B	correct	237.99	1
241.99099999999999	2.5	Training	EF	42	F	E	0.975	stimuli/6.jpeg	stimuli/2.jpeg	F	E	wrong	244.49099999999999	1
247.49099999999999	2.5	Training	CD	43	D	C	0.386	stimuli/3.jpeg	stimuli/1.jpeg	D	C	wrong	249.99099999999999	1
252.59099999999998	2.5	Training	EF	44	E	E	0.8640000000000001	stimuli/6.jpeg	stimuli/2.jpeg	F	E	correct	255.09099999999998	1
258.091	2.5	Training	EF	45	F	E	0.8490000000000001	stimuli/6.jpeg	stimuli/2.jpeg	F	E	wrong	260.591	1
264.591	2.5	Training	EF	46	E	E	0.855	stimuli/6.jpeg	stimuli/2.jpeg	F	E	correct	267.091	1
269.091	2.5	Training	AB	47	A	A	0.948	stimuli/5.jpeg	stimuli/4.jpeg	B	A	correct	271.591	1
275.791	2.5	Training	AB	48	A	A	1.093	stimuli/4.jpeg	stimuli/5.jpeg	A	B	correct	278.291	1
281.691	2.5	Training	CD	49	C	C	0.841	stimuli/1.jpeg	stimuli/3.jpeg	C	D	correct	284.191	1
286.791	2.5	Training	CD	50	C	C	0.856	stimuli/1.jpeg	stimuli/3.jpeg	C	D	correct	289.291	1
291.291	2.5	Training	CD	51	D	C	0.589	stimuli/3.jpeg	stimuli/1.jpeg	D	C	wrong	293.791	1
296.791	2.5	Training	AB	52	A	B	1.042	stimuli/4.jpeg	stimuli/5.jpeg	A	B	wrong	299.291	1
303.291	2.5	Training	AB	53	A	A	1.147	stimuli/5.jpeg	stimuli/4.jpeg	B	A	correct	305.791	1
309.991	2.5	Training	AB	54	A	A	0.9059999999999999	stimuli/5.jpeg	stimuli/4.jpeg	B	A	correct	312.491	1
315.89099999999996	2.5	Training	AB	55	A	A	0.764	stimuli/5.jpeg	stimuli/4.jpeg	B	A	correct	318.39099999999996	1
321.39099999999996	2.5	Training	CD	56	D	C	0.89	stimuli/1.jpeg	stimuli/3.jpeg	C	D	wrong	323.89099999999996	1
325.89099999999996	2.5	Training	AB	57	A	A	0.657	stimuli/5.jpeg	stimuli/4.jpeg	B	A	correct	328.39099999999996	1
331.791	2.5	Training	CD	58	C	C	0.77	stimuli/3.jpeg	stimuli/1.jpeg	D	C	correct	334.291	1
336.892	2.5	Training	CD	59	D	C	0.608	stimuli/3.jpeg	stimuli/1.jpeg	D	C	wrong	339.392	1
343.592	2.5	Training	AB	60	B	A	0.9890000000000001	stimuli/5.jpeg	stimuli/4.jpeg	B	A	wrong	346.092	1
