onset	duration	trial_type	stimulus_pair	trial_number	correct_response	response	response_time	stim_file_left	stim_file_right	stim_type_left	stim_type_right	feedback	feedback_onset	feedback_duration
237.479	2.5	Training	AB	41	A	A	0.561	stimuli/1.jpeg	stimuli/2.jpeg	A	B	correct	239.979	1
242.979	2.5	Training	EF	42	F	E	0.8009999999999999	stimuli/4.jpeg	stimuli/6.jpeg	E	F	wrong	245.479	1
247.479	2.5	Training	CD	43	C	D	0.564	stimuli/3.jpeg	stimuli/5.jpeg	D	C	wrong	249.979	1
254.179	2.5	Training	CD	44	C	D	0.524	stimuli/3.jpeg	stimuli/5.jpeg	D	C	wrong	256.67900000000003	1
260.67900000000003	2.5	Training	CD	45	C	D	0.583	stimuli/5.jpeg	stimuli/3.jpeg	C	D	wrong	263.17900000000003	1
265.779	2.5	Training	AB	46	A	A	0.585	stimuli/2.jpeg	stimuli/1.jpeg	B	A	correct	268.279	1
271.67900000000003	2.5	Training	CD	47	D	D	0.585	stimuli/3.jpeg	stimuli/5.jpeg	D	C	correct	274.17900000000003	1
276.17900000000003	2.5	Training	EF	48	E	E	0.758	stimuli/6.jpeg	stimuli/4.jpeg	F	E	correct	278.67900000000003	1
281.67900000000003	2.5	Training	CD	49	C	D	0.504	stimuli/5.jpeg	stimuli/3.jpeg	C	D	wrong	284.17900000000003	1
288.17900000000003	2.5	Training	EF	50	F	E	0.74	stimuli/6.jpeg	stimuli/4.jpeg	F	E	wrong	290.67900000000003	1
294.879	2.5	Training	CD	51	C	D	0.5589999999999999	stimuli/3.jpeg	stimuli/5.jpeg	D	C	wrong	297.379	1
300.779	2.5	Training	CD	52	D	D	0.523	stimuli/3.jpeg	stimuli/5.jpeg	D	C	correct	303.279	1
305.279	2.5	Training	CD	53	C	D	0.48	stimuli/5.jpeg	stimuli/3.jpeg	C	D	wrong	307.779	1
310.379	2.5	Training	EF	54	F	E	0.63	stimuli/4.jpeg	stimuli/6.jpeg	E	F	wrong	312.879	1
315.879	2.5	Training	EF	55	E	E	0.491	stimuli/6.jpeg	stimuli/4.jpeg	F	E	correct	318.379	1
322.379	2.5	Training	EF	56	E	E	0.473	stimuli/6.jpeg	stimuli/4.jpeg	F	E	correct	324.879	1
329.079	2.5	Training	CD	57	C	D	0.5720000000000001	stimuli/5.jpeg	stimuli/3.jpeg	C	D	wrong	331.579	1
333.579	2.5	Training	CD	58	D	D	0.6759999999999999	stimuli/5.jpeg	stimuli/3.jpeg	C	D	correct	336.079	1
339.47900000000004	2.5	Training	EF	59	F	E	0.581	stimuli/4.jpeg	stimuli/6.jpeg	E	F	wrong	341.97900000000004	1
344.97900000000004	2.5	Training	AB	60	A	A	0.5479999999999999	stimuli/1.jpeg	stimuli/2.jpeg	A	B	correct	347.47900000000004	1
