onset	duration	trial_type	valence	stim_file	response	response_time
2.041	5	BETTER	Negative	stimuli/9912.jpg	2	0.616
12.880999999999998	5	VIEW	Neutral	stimuli/abstract.bmp	2	0.794
24.201	5	BETTER	Negative	stimuli/6571.jpg	3	0.556
34.760999999999996	5	VIEW	Neutral	stimuli/rack.bmp	3	0.631
45.693999999999996	5	BETTER	Negative	stimuli/9622.jpg	3	0.945
56.401	5	BETTER	Negative	stimuli/2751.jpg	3	1.018
67.161	5	VIEW	Neutral	stimuli/nature.bmp	4	0.6970000000000001
78.321	5	BETTER	Negative	stimuli/3300.jpg	3	0.696
88.935	5	VIEW	Negative	stimuli/9530.jpg	1	0.6679999999999999
100.148	5	VIEW	Neutral	stimuli/lamp.bmp	3	0.444
110.895	5	BETTER	Negative	stimuli/6940.jpg	3	1.195
121.855	5	VIEW	Negative	stimuli/8230.jpg	1	0.677
133.175	5	VIEW	Neutral	stimuli/bowl.bmp	3	0.649
143.909	5	BETTER	Negative	stimuli/2700.jpg	4	0.773
154.575	5	VIEW	Negative	stimuli/6250.jpg	1	0.765
165.989	5	VIEW	Neutral	stimuli/plate.bmp	3	0.6990000000000001
177.456	5	BETTER	Negative	stimuli/7380.jpg	2	0.36200000000000004
188.50900000000001	5	BETTER	Negative	stimuli/6211.jpg	2	0.5379999999999999
199.109	5	VIEW	Neutral	stimuli/clock.bmp	2	0.48200000000000004
210.25599999999997	5	BETTER	Negative	stimuli/9270.jpg	3	0.605
221.483	5	VIEW	Negative	stimuli/6312.jpg	1	0.501
232.856	5	VIEW	Neutral	stimuli/stool.bmp	3	0.434
243.829	5	VIEW	Negative	stimuli/2691.jpg	1	0.495
255.083	5	BETTER	Negative	stimuli/9421.jpg	3	0.7140000000000001
266.296	5	VIEW	Neutral	stimuli/agate2.bmp	3	0.654
276.91	5	VIEW	Negative	stimuli/5970.jpg	1	0.322
287.857	5	BETTER	Negative	stimuli/1201.jpg	4	0.473
298.697	5	VIEW	Neutral	stimuli/beads.bmp	4	0.66
309.497	5	VIEW	Negative	stimuli/9400.jpg	1	0.431
320.857	5	BETTER	Negative	stimuli/2205.jpg	3	0.7979999999999999
331.644	5	VIEW	Neutral	stimuli/fabric.bmp	3	0.622
342.244	5	VIEW	Negative	stimuli/2490.jpg	3	0.821
353.71	5	VIEW	Negative	stimuli/9230.jpg	1	0.462
365.164	5	VIEW	Neutral	stimuli/farmland.bmp	4	0.6559999999999999
376.164	5	VIEW	Negative	stimuli/9432.jpg	3	0.993
387.51099999999997	5	BETTER	Negative	stimuli/9007.jpg	2	0.6809999999999999
398.324	5	VIEW	Neutral	stimuli/chair.bmp	3	0.708
409.524	5	VIEW	Negative	stimuli/6830.jpg	1	0.713
420.471	5	VIEW	Negative	stimuli/2710.jpg	1	0.41100000000000003
431.151	5	VIEW	Neutral	stimuli/rollingpin.bmp	3	0.49700000000000005
