onset	duration	trial_type	stimulus_pair	trial_number	correct_response	response	response_time	stim_file_left	stim_file_right	stim_type_left	stim_type_right	feedback	feedback_onset	feedback_duration
8.091000000000001	2.5	Training	EF	1	F	E	1.766	stimuli/4.jpeg	stimuli/2.jpeg	E	F	wrong	10.591	1
14.625	2.5	Training	AB	2	A	B	1.57	stimuli/6.jpeg	stimuli/1.jpeg	A	B	wrong	17.125	1
20.525	2.5	Training	EF	3	F	E	0.823	stimuli/2.jpeg	stimuli/4.jpeg	F	E	wrong	23.025	1
26.025	2.5	Training	AB	4	A	A	1.064	stimuli/6.jpeg	stimuli/1.jpeg	A	B	correct	28.525	1
30.525	2.5	Training	EF	5	E	F	0.89	stimuli/2.jpeg	stimuli/4.jpeg	F	E	wrong	33.025	1
35.625	2.5	Training	AB	6	A	A	0.953	stimuli/6.jpeg	stimuli/1.jpeg	A	B	correct	38.125	1
42.325	2.5	Training	AB	7	A	A	0.8859999999999999	stimuli/1.jpeg	stimuli/6.jpeg	B	A	correct	44.825	1
48.825	2.5	Training	EF	8	E	E	1.188	stimuli/4.jpeg	stimuli/2.jpeg	E	F	correct	51.325	1
55.525	2.5	Training	AB	9	B	A	0.747	stimuli/6.jpeg	stimuli/1.jpeg	A	B	wrong	58.025	1
61.025	2.5	Training	EF	10	E	E	0.7	stimuli/2.jpeg	stimuli/4.jpeg	F	E	correct	63.525	1
66.125	2.5	Training	AB	11	A	A	1.067	stimuli/1.jpeg	stimuli/6.jpeg	B	A	correct	68.625	1
72.025	2.5	Training	EF	12	E	E	0.667	stimuli/4.jpeg	stimuli/2.jpeg	E	F	correct	74.525	1
76.525	2.5	Training	CD	13	C	D	0.754	stimuli/5.jpeg	stimuli/3.jpeg	D	C	wrong	79.025	1
83.025	2.5	Training	CD	14	C	D	0.903	stimuli/3.jpeg	stimuli/5.jpeg	C	D	wrong	85.525	1
89.725	2.5	Training	CD	15	D	C	0.7509999999999999	stimuli/5.jpeg	stimuli/3.jpeg	D	C	wrong	92.225	1
95.625	2.5	Training	EF	16	E	E	0.765	stimuli/2.jpeg	stimuli/4.jpeg	F	E	correct	98.125	1
100.125	2.5	Training	AB	17	A	A	1.2770000000000001	stimuli/1.jpeg	stimuli/6.jpeg	B	A	correct	102.625	1
105.225	2.5	Training	CD	18	C	C	0.922	stimuli/3.jpeg	stimuli/5.jpeg	C	D	correct	107.725	1
110.725	2.5	Training	EF	19	F	E	0.742	stimuli/4.jpeg	stimuli/2.jpeg	E	F	wrong	113.225	1
117.425	2.5	Training	AB	20	A	A	0.905	stimuli/6.jpeg	stimuli/1.jpeg	A	B	correct	119.926	1
123.926	2.5	Training	EF	21	F	E	0.797	stimuli/2.jpeg	stimuli/4.jpeg	F	E	wrong	126.426	1
129.42600000000002	2.5	Training	EF	22	F	E	0.706	stimuli/4.jpeg	stimuli/2.jpeg	E	F	wrong	131.92600000000002	1
134.526	2.5	Training	CD	23	D	C	0.767	stimuli/5.jpeg	stimuli/3.jpeg	D	C	wrong	137.026	1
140.42600000000002	2.5	Training	AB	24	A	A	0.662	stimuli/1.jpeg	stimuli/6.jpeg	B	A	correct	142.92600000000002	1
144.92600000000002	2.5	Training	CD	25	D	C	0.738	stimuli/3.jpeg	stimuli/5.jpeg	C	D	wrong	147.42600000000002	1
151.626	2.5	Training	CD	26	C	C	0.545	stimuli/3.jpeg	stimuli/5.jpeg	C	D	correct	154.126	1
156.126	2.5	Training	AB	27	A	A	1.314	stimuli/6.jpeg	stimuli/1.jpeg	A	B	correct	158.626	1
162.626	2.5	Training	EF	28	E	E	0.733	stimuli/2.jpeg	stimuli/4.jpeg	F	E	correct	165.12599999999998	1
168.52599999999998	2.5	Training	CD	29	C	C	1.021	stimuli/3.jpeg	stimuli/5.jpeg	C	D	correct	171.02599999999998	1
173.62599999999998	2.5	Training	CD	30	C	C	1.0190000000000001	stimuli/5.jpeg	stimuli/3.jpeg	D	C	correct	176.12599999999998	1
179.12599999999998	2.5	Training	EF	31	E	E	0.78	stimuli/2.jpeg	stimuli/4.jpeg	F	E	correct	181.62599999999998	1
185.826	2.5	Training	EF	32	F	E	0.879	stimuli/4.jpeg	stimuli/2.jpeg	E	F	wrong	188.326	1
190.926	2.5	Training	EF	33	E	E	1.083	stimuli/4.jpeg	stimuli/2.jpeg	E	F	correct	193.426	1
197.426	2.5	Training	AB	34	B	A	0.862	stimuli/1.jpeg	stimuli/6.jpeg	B	A	wrong	199.926	1
203.326	2.5	Training	CD	35	C	C	0.8370000000000001	stimuli/3.jpeg	stimuli/5.jpeg	C	D	correct	205.826	1
208.826	2.5	Training	EF	36	E	E	0.826	stimuli/4.jpeg	stimuli/2.jpeg	E	F	correct	211.326	1
213.326	2.5	Training	CD	37	C	C	0.873	stimuli/5.jpeg	stimuli/3.jpeg	D	C	correct	215.826	1
218.826	2.5	Training	AB	38	A	A	0.8390000000000001	stimuli/6.jpeg	stimuli/1.jpeg	A	B	correct	221.326	1
225.52599999999998	2.5	Training	EF	39	E	E	0.6940000000000001	stimuli/2.jpeg	stimuli/4.jpeg	F	E	correct	228.02599999999998	1
231.426	2.5	Training	CD	40	D	C	0.773	stimuli/3.jpeg	stimuli/5.jpeg	C	D	wrong	233.926	1
235.92700000000002	2.5	Training	AB	41	A	A	0.8009999999999999	stimuli/6.jpeg	stimuli/1.jpeg	A	B	correct	238.426	1
241.02599999999998	2.5	Training	AB	42	B	A	0.6609999999999999	stimuli/6.jpeg	stimuli/1.jpeg	A	B	wrong	243.52700000000002	1
247.52700000000002	2.5	Training	CD	43	C	C	0.6859999999999999	stimuli/3.jpeg	stimuli/5.jpeg	C	D	correct	250.02700000000002	1
253.42700000000002	2.5	Training	CD	44	C	C	0.6920000000000001	stimuli/5.jpeg	stimuli/3.jpeg	D	C	correct	255.92700000000002	1
259.927	2.5	Training	AB	45	A	A	0.6809999999999999	stimuli/1.jpeg	stimuli/6.jpeg	B	A	correct	262.427	1
264.427	2.5	Training	CD	46	D	C	0.905	stimuli/5.jpeg	stimuli/3.jpeg	D	C	wrong	266.927	1
269.927	2.5	Training	CD	47	C	C	1.099	stimuli/3.jpeg	stimuli/5.jpeg	C	D	correct	272.427	1
276.627	2.5	Training	AB	48	A	A	0.6809999999999999	stimuli/1.jpeg	stimuli/6.jpeg	B	A	correct	279.127	1
281.72700000000003	2.5	Training	CD	49	C	C	0.679	stimuli/3.jpeg	stimuli/5.jpeg	C	D	correct	284.22700000000003	1
288.427	2.5	Training	AB	50	A	A	0.613	stimuli/1.jpeg	stimuli/6.jpeg	B	A	correct	290.927	1
294.927	2.5	Training	AB	51	B	A	0.807	stimuli/1.jpeg	stimuli/6.jpeg	B	A	wrong	297.427	1
299.427	2.5	Training	CD	52	D	C	1.286	stimuli/5.jpeg	stimuli/3.jpeg	D	C	wrong	301.927	1
304.927	2.5	Training	EF	53	E	E	0.767	stimuli/4.jpeg	stimuli/2.jpeg	E	F	correct	307.427	1
310.827	2.5	Training	AB	54	A	A	0.659	stimuli/1.jpeg	stimuli/6.jpeg	B	A	correct	313.327	1
315.927	2.5	Training	EF	55	F	E	0.963	stimuli/2.jpeg	stimuli/4.jpeg	F	E	wrong	318.427	1
321.827	2.5	Training	EF	56	F	E	0.7040000000000001	stimuli/2.jpeg	stimuli/4.jpeg	F	E	wrong	324.327	1
326.327	2.5	Training	CD	57	C	C	0.871	stimuli/5.jpeg	stimuli/3.jpeg	D	C	correct	328.827	1
333.027	2.5	Training	AB	58	A	A	0.7559999999999999	stimuli/6.jpeg	stimuli/1.jpeg	A	B	correct	335.527	1
338.12699999999995	2.5	Training	EF	59	E	E	0.804	stimuli/4.jpeg	stimuli/2.jpeg	E	F	correct	340.62699999999995	1
343.62699999999995	2.5	Training	CD	60	C	C	0.7509999999999999	stimuli/5.jpeg	stimuli/3.jpeg	D	C	correct	346.12699999999995	1
