onset	duration	trial_type	stimulus_pair	trial_number	correct_response	response	response_time	stim_file_left	stim_file_right	stim_type_left	stim_type_right	feedback	feedback_onset	feedback_duration
8.115	2.5	Training	EF	1	F	F	0.835	stimuli/1.jpeg	stimuli/3.jpeg	F	E	correct	10.615	1
14.615	2.5	Training	CD	2	C	C	1.023	stimuli/6.jpeg	stimuli/4.jpeg	D	C	correct	17.115	1
20.115	2.5	Training	EF	3	E	F	0.534	stimuli/1.jpeg	stimuli/3.jpeg	F	E	wrong	22.615	1
26.015	2.5	Training	CD	4	C	C	0.847	stimuli/4.jpeg	stimuli/6.jpeg	C	D	correct	28.515	1
30.516	2.5	Training	AB	5	A	B	0.95	stimuli/2.jpeg	stimuli/5.jpeg	A	B	wrong	33.016	1
35.616	2.5	Training	CD	6	C	C	1.327	stimuli/4.jpeg	stimuli/6.jpeg	C	D	correct	38.116	1
42.316	2.5	Training	EF	7	E	E	0.632	stimuli/3.jpeg	stimuli/1.jpeg	E	F	correct	44.816	1
48.216	2.5	Training	AB	8	A	A	0.894	stimuli/5.jpeg	stimuli/2.jpeg	B	A	correct	50.716	1
54.916000000000004	2.5	Training	AB	9	A	A	0.9	stimuli/5.jpeg	stimuli/2.jpeg	B	A	correct	57.416000000000004	1
60.416000000000004	2.5	Training	AB	10	A	A	0.69	stimuli/5.jpeg	stimuli/2.jpeg	B	A	correct	62.916000000000004	1
65.516	2.5	Training	AB	11	A	A	0.785	stimuli/2.jpeg	stimuli/5.jpeg	A	B	correct	68.016	1
72.016	2.5	Training	CD	12	C	C	0.742	stimuli/4.jpeg	stimuli/6.jpeg	C	D	correct	74.516	1
76.516	2.5	Training	CD	13	C	C	0.713	stimuli/4.jpeg	stimuli/6.jpeg	C	D	correct	79.016	1
81.616	2.5	Training	AB	14	A	A	0.9590000000000001	stimuli/5.jpeg	stimuli/2.jpeg	B	A	correct	84.116	1
87.116	2.5	Training	EF	15	E	E	0.8640000000000001	stimuli/3.jpeg	stimuli/1.jpeg	E	F	correct	89.616	1
93.016	2.5	Training	EF	16	E	F	0.6970000000000001	stimuli/1.jpeg	stimuli/3.jpeg	F	E	wrong	95.516	1
99.71600000000001	2.5	Training	AB	17	A	A	0.8059999999999999	stimuli/2.jpeg	stimuli/5.jpeg	A	B	correct	102.21600000000001	1
106.21600000000001	2.5	Training	EF	18	F	E	0.813	stimuli/1.jpeg	stimuli/3.jpeg	F	E	wrong	108.71600000000001	1
110.71600000000001	2.5	Training	AB	19	A	A	0.8490000000000001	stimuli/2.jpeg	stimuli/5.jpeg	A	B	correct	113.21600000000001	1
116.616	2.5	Training	EF	20	E	E	0.731	stimuli/1.jpeg	stimuli/3.jpeg	F	E	correct	119.116	1
122.116	2.5	Training	CD	21	C	C	0.728	stimuli/4.jpeg	stimuli/6.jpeg	C	D	correct	124.616	1
127.21600000000001	2.5	Training	CD	22	C	C	0.8220000000000001	stimuli/6.jpeg	stimuli/4.jpeg	D	C	correct	129.716	1
131.716	2.5	Training	AB	23	A	A	0.6579999999999999	stimuli/2.jpeg	stimuli/5.jpeg	A	B	correct	134.216	1
138.416	2.5	Training	EF	24	F	E	0.701	stimuli/3.jpeg	stimuli/1.jpeg	E	F	wrong	140.916	1
144.916	2.5	Training	EF	25	F	E	0.645	stimuli/1.jpeg	stimuli/3.jpeg	F	E	wrong	147.416	1
150.016	2.5	Training	CD	26	C	C	0.825	stimuli/6.jpeg	stimuli/4.jpeg	D	C	correct	152.517	1
156.517	2.5	Training	AB	27	B	A	0.856	stimuli/2.jpeg	stimuli/5.jpeg	A	B	wrong	159.017	1
161.017	2.5	Training	CD	28	D	C	0.895	stimuli/6.jpeg	stimuli/4.jpeg	D	C	wrong	163.517	1
166.517	2.5	Training	AB	29	A	A	0.6890000000000001	stimuli/2.jpeg	stimuli/5.jpeg	A	B	correct	169.017	1
173.217	2.5	Training	CD	30	C	C	0.708	stimuli/6.jpeg	stimuli/4.jpeg	D	C	correct	175.717	1
179.11700000000002	2.5	Training	EF	31	F	E	0.579	stimuli/3.jpeg	stimuli/1.jpeg	E	F	wrong	181.61700000000002	1
184.61700000000002	2.5	Training	CD	32	C	C	0.774	stimuli/4.jpeg	stimuli/6.jpeg	C	D	correct	187.11700000000002	1
190.517	2.5	Training	EF	33	E	F	0.7140000000000001	stimuli/3.jpeg	stimuli/1.jpeg	E	F	wrong	193.017	1
195.61700000000002	2.5	Training	EF	34	E	E	1.011	stimuli/3.jpeg	stimuli/1.jpeg	E	F	correct	198.11700000000002	1
202.317	2.5	Training	CD	35	C	C	0.69	stimuli/6.jpeg	stimuli/4.jpeg	D	C	correct	204.817	1
208.817	2.5	Training	AB	36	A	A	0.609	stimuli/2.jpeg	stimuli/5.jpeg	A	B	correct	211.317	1
213.317	2.5	Training	CD	37	C	C	0.6729999999999999	stimuli/6.jpeg	stimuli/4.jpeg	D	C	correct	215.817	1
219.817	2.5	Training	CD	38	D	C	0.7170000000000001	stimuli/6.jpeg	stimuli/4.jpeg	D	C	wrong	222.317	1
225.317	2.5	Training	EF	39	E	E	0.755	stimuli/3.jpeg	stimuli/1.jpeg	E	F	correct	227.817	1
231.217	2.5	Training	CD	40	C	C	0.823	stimuli/4.jpeg	stimuli/6.jpeg	C	D	correct	233.717	1
236.317	2.5	Training	AB	41	A	A	0.657	stimuli/5.jpeg	stimuli/2.jpeg	B	A	correct	238.817	1
240.817	2.5	Training	CD	42	C	C	0.626	stimuli/4.jpeg	stimuli/6.jpeg	C	D	correct	243.317	1
247.517	2.5	Training	EF	43	E	E	0.6709999999999999	stimuli/3.jpeg	stimuli/1.jpeg	E	F	correct	250.017	1
252.61700000000002	2.5	Training	EF	44	F	E	0.478	stimuli/3.jpeg	stimuli/1.jpeg	E	F	wrong	255.118	1
258.117	2.5	Training	EF	45	E	E	0.494	stimuli/1.jpeg	stimuli/3.jpeg	F	E	correct	260.617	1
262.617	2.5	Training	AB	46	B	A	0.516	stimuli/5.jpeg	stimuli/2.jpeg	B	A	wrong	265.117	1
268.518	2.5	Training	EF	47	E	E	0.599	stimuli/1.jpeg	stimuli/3.jpeg	F	E	correct	271.018	1
275.218	2.5	Training	EF	48	F	E	0.9359999999999999	stimuli/1.jpeg	stimuli/3.jpeg	F	E	wrong	277.718	1
281.718	2.5	Training	AB	49	B	A	0.47600000000000003	stimuli/5.jpeg	stimuli/2.jpeg	B	A	wrong	284.218	1
286.818	2.5	Training	CD	50	D	C	1.015	stimuli/6.jpeg	stimuli/4.jpeg	D	C	wrong	289.318	1
291.318	2.5	Training	AB	51	A	A	0.473	stimuli/5.jpeg	stimuli/2.jpeg	B	A	correct	293.818	1
296.818	2.5	Training	CD	52	D	C	0.6990000000000001	stimuli/4.jpeg	stimuli/6.jpeg	C	D	wrong	299.318	1
303.318	2.5	Training	CD	53	D	C	0.564	stimuli/6.jpeg	stimuli/4.jpeg	D	C	wrong	305.818	1
309.218	2.5	Training	AB	54	A	A	0.511	stimuli/5.jpeg	stimuli/2.jpeg	B	A	correct	311.718	1
315.918	2.5	Training	AB	55	A	A	0.522	stimuli/2.jpeg	stimuli/5.jpeg	A	B	correct	318.418	1
321.018	2.5	Training	EF	56	F	E	0.611	stimuli/3.jpeg	stimuli/1.jpeg	E	F	wrong	323.518	1
326.518	2.5	Training	AB	57	A	A	0.616	stimuli/5.jpeg	stimuli/2.jpeg	B	A	correct	329.01800000000003	1
331.01800000000003	2.5	Training	CD	58	D	C	0.54	stimuli/4.jpeg	stimuli/6.jpeg	C	D	wrong	333.51800000000003	1
336.918	2.5	Training	AB	59	B	A	0.523	stimuli/2.jpeg	stimuli/5.jpeg	A	B	wrong	339.418	1
343.61800000000005	2.5	Training	EF	60	E	E	0.43	stimuli/1.jpeg	stimuli/3.jpeg	F	E	correct	346.11800000000005	1
